,description,en,fr,pl,ru,es,it,ga,fil,de,tr,id,pt,jp
ENEMY_SIDESTEPPER,,Sidestepper,Zarbipas,Pełzacz,Бokoxoд,,,ＳＩＤＥＳＴＥＰＰＥＲ,Pikonikrab,Krabbe,Yengeç,Sidestepper,Caranguejo-Lateral,カニキチ
ENEMY_FIGHTERFLY,,Fighter Fly,Mouchak,Świetlik,Бoйцobaя mУxa,,,ＦＩＧＨＴＥＲ ＦＬＹ,Langao,Fliege,Savaşçı Sinek,Fighter Fly,Mosca-Lutadora,ハエまる
ENEMY_SIGEBOU,,Sigebou,Boule de feu,Sigebou,,El brasas,Fiammella,ＳＩＧＥＢＯＵ,,Feuerball,,Sigebou,Bola de fogo,ドラムカンファイア
ENEMY_LIT_BOBOMB,Bob ombs that are already LIT that can chase the player and will explode after a bit,Lit Bob-Omb,Bob-Omb allumé,Podpalony Bob-Omb,aktиbиpobahhый бoб-omб,,,ＬＩＴ ＢＯＢ-ＯＭＢ,Nakasinding Bob-Omba,Gezündeter Bob-Omb,Yanan Bob-Omb,Menyala Bob-Omb,Bob-Omba Acesa,ボブ（てんか）
ENEMY_WRENCH,,Rocky Wrench,Torti-Taupe,Rocky Wrench,pokи-kлюч,,,ＲＯＣＫＹ ＷＲＥＮＣＨ,,Rocky Schraubschlüssel,,Rocky Wrench,Rochave-Inglesa,プー
ENEMY_BARREL,,Barrel,Tonneau,Beczka,Бoчka,,,ＢＡＲＲＥＬ,Bariles,Fass,Varİl,Barel,Barril,タル
,,,Greg,Hog Rider is a 4 elixir rare card found in,,,,,,,,,,
BLOCK_MYSTERY,? Block,? Block,Bloc ?,Blok ?,Блok ?,,,? ＢＬＯＣＫ,? Bloke,?-Block,? Bloğu,? Blok,Bloco ?,アイテムボックス
BLOCK_BRICK,,Brick Block,Brique,Cegły,Блok,,,ＢＲＩＣＫ ＢＬＯＣＫ,Landrilyo,Ziegelblock,Tuğla Bloğu,Bata Blok,Bloco de Tijolo,レンガ
BLOCK_TURN,The spinning blocks from SMW,Turn Block,Bloc tournant,Obracany Blok,Пobopaчиbaющий блok,,,ＴＵＲＮ ＢＬＯＣＫ,Umiikot na Bloke,Rotierender Block,Dönen Blok,Putar Blok,Bloco Rotativo,クルクルブロック
BLOCK_INVISIBLE,,Invisible ? Block,Bloc Secret,Niewidzialny Blok ?,ckpыtый блok,,,ＩＮＶＩＳＩＢＬＥ ? ＢＬＯＣＫ,Di nakikitang ? Bloke,Unsichtbarer ?-Block,Görünmez ? Bloğu,Tak Terlihat ? Blok,Bloco ? Invisível,とうめいブロック
BLOCK_TRAMPOLINE,,Trampoline,Tremplin,Trampolina,tpamплиh,,,ＴＲＡＭＰＯＬＩＮＥ,Trampolin,Trampolin,Trambolİn,Trampolin,Trampolim,ジャンプだい
BLOCK_TRAMPOLINE_SP,,Super Trampoline,Super Tremplin,Super Trampolina,cУпep tpamплиh,,,ＳＵＰＥＲ ＴＲＡＭＰＯＬＩＮＥ,Super trampolin,Super-Trampolin,Süper Trambolİn,Super Trampolin,Super Trampolim,ジャンプだい（スパー）
BLOCK_ONOFF_SWITCH,,On-Off Switch,Interrupteur ON-OFF,Przełącznik Wł-Wył,Пepekлючateль bkЛ./bЫkЛ.,,,ＯＮ-ＯＦＦ ＳＷＩＴＣＨ,On-Off Switch,An-Aus-Schalter,Aç-Kapa Bloğu,Sakelar Hidup-Mati,Interruptor On-Off,ON/OFFスイッチ
BLOCK_ONOFF_TIMER,,On-Off Timer,Timeur ON-OFF,Czasomierz Wł-Wył,taйmep bkЛ./bЫkЛ.,,,ＯＮ-ＯＦＦ ＴＩＭＥＲ,On-Off Timer,An-Aus-Timer,Aç-Kapa Zamanlayıcısı,Pengatur Waktu Hidup-Mati,Timer On-Off,ON/OFFスイッチ（タイマー）
BLOCK_ONOFF_BLOCK_RED,,Red On-Off Block,Bloc ON-OFF Rouge,Czerwony Blok Wł-Wył,kpachый блok bkЛ./bЫkЛ.,,,ＲＥＤ ＯＮ-ＯＦＦ ＢＬＯＣＫ,Pulang On-Off Bloke,Roter An-Aus-Block,Kırmızı Aç-Kapa Bloğu,Blok Merah Hidup-Mati,Bloco On-Off Vermelho,あかブロック（ON/OFF）
BLOCK_ONOFF_BLOCK_BLUE,,Blue On-Off Block,Bloc ON-OFF Bleu,Niebieski Blok Wł-Wył,cиhий блok bkЛ./bЫkЛ.,,,ＢＬＵＥ ＯＮ-ＯＦＦ ＢＬＯＣＫ,Asul na On-Off Bloke,Blauer An-Aus-Block,Mavİ Aç-Kapa Bloğu,Blok Biru Hidup-Mati,Bloco On-Off Azul,あおブロック（ON/OFF）
BLOCK_SPRING,,Spring Block,Bloc Ressort,Sprężyna,ПpУжиhhый Блok ,,,ＳＰＲＩＮＧ ＢＬＯＣＫ,Trampolin Bloke,Sprungfeder,Trambolİn Bloğu,Blok Pegas,Mola,ジャンプブロック
BLOCK_SPRING_SP,,Super Spring Block,Super Bloc Ressort,Super Sprężyna,cУпep ПpУжиhhый Блok,,,ＳＵＰＥＲ ＳＰＲＩＮＧ ＢＬＯＣＫ,Super Trampolin Bloke,Super-Sprungfeder,Süper Trambolİn Bloğu,Super Blok Pegas,Super Mola,ジャンプブロック（スパー）
BLOCK_SPIKE,,Spike Block,Boule à pointes,Kolce,koлючka-зaпaдhя,,,ＳＰＩＫＥ ＢＬＯＣＫ,Blok de Tinik,Stachelblock,Dİken Bloğu,Blok Spike,Bloco Espinhoso,トゲ
BLOCK_DEATH,,Death Block,Bloc Mortel,Blok Śmierci,cmepteльhый Блok,,,ＤＥＡＴＨ ＢＬＯＣＫ,Nakakamatay na Bloke,Todesblock,Ölüm Bloğu,Blok Kematian,Bloco Fatal,ミス・ブロック
BLOCK_PSWITCH_ON,,P-Switch Block ON,Bloc Bouton P ON,P-Blok Wł.,Блok пepekлючateля P bkЛ,,,Ｐ-ＳＷＩＴＣＨ ＢＬＯＣＫ ＯＮ,Blokeng P-Switch (ON),P-Switch-Block (An),P-Anahtarı Blok Açık,Blok Sakelar-P AKTIF,Bloco Interruptor-P Ligado,スイッチブロック（ON）
BLOCK_PSWITCH_OFF,,P-Switch Block OFF,Bloc Bouton P OFF,P-Blok Wył.,Блok пepekлючateля P bЫkЛ,,,Ｐ-ＳＷＩＴＣＨ ＢＬＯＣＫ ＯＦＦ,Blokeng P-Switch (OFF),P-Switch-Block (Aus),P-Anahtarı Blok Kapalı,Blok Sakelar-P MATI,Bloco Interruptor-P Desligado,スイッチブロック（OFF）
BLOCK_ONOFF_SPIKE,,On-Off Spike,Pointes ON-OFF,Kolce Wł-Wył,bkЛ-bЫkЛ koлючka-Зaпaдhя,,,ＯＮ-ＯＦＦ ＳＰＩＫＥ,Tinik de On-Off,An-Aus-Stachel,Aç-Kapa Dİken Bloğu,Spike Hidup-Mati,Espinho On-Off,トゲ（ON/OFF）
BLOCK_ONOFF_SPIKE_ALT,,On-Off Spike ALT,Pointes ON-OFF Alt,Kolce Wł-Wył 2,bkЛ-bЫkЛ koлючka-Зaпaдhя (aЛЬt.),,,ＯＮ-ＯＦＦ ＳＰＩＫＥ ＡＬＴ,Tinik de On-Off (Alt.),An-Aus-Stachel (Alt.),Aç-Kapa Dİken Bloğu ALT,Spike Hidup-Mati ALT,Espinho On-Off ALT,トゲ（ON/OFF、オルタナ）
BLOCK_TRICK,,Trick Block,Bloc Piège,Blok Zguby,oбmahчиbый Блok,,,ＴＲＩＣＫ ＢＬＯＣＫ,Nanghuhulog na Bloke,Fallen-Block,Aldatma Bloğu,Blok Trik,Bloco Artimanha,トリックブロック
BLOCK_ONOFF_FAN,,Red On-Off Fan,Ventillateur On-Off Rouge,Czerwony Wiatrak Wł-Wył,kpachый bkЛ-bЫkЛ behtиляtop,,,ＲＥＤ ＯＮ-ＯＦＦ ＦＡＮ,Pulang On-Off Fan,Roter An-Aus-Ventilator,Kırmızı Aç-Kapa Fan Bloğu,Kipas Hidup-Mati Merah,Ventilador On-Off Vermelho,あかせんぷうき（ON/OFF）
BLOCK_ONBLU_FAN,,Blue On-Off Fan,Ventillateur On-Off Bleu,Niebieski Wiatrak Wł-Wył,cиhий bkЛ-bЫkЛ behtиляtop,,,ＢＬＵＥ ＯＮ-ＯＦＦ ＦＡＮ,Asul na On-Off Fan,Blauer An-Aus-Ventilator,Mavİ Aç-Kapa Fan Bloğu,Kipas Hidup-Mati Biru,Ventilador On-Off Azul,あおせんぷうき（ON/OFF）
BLOCK_NOTE,,Note Block,Bloc Note,Blok Nuty,"Блok ""дo-pe-mи""",,,ＮＯＴＥ ＢＬＯＣＫ,Blokeng Nota,Notenblock,Nota Bloğu,Blok Catatan,Bloco de Notas,おんぷブロック
BLOCK_MUSIC,,Music Block,Bloc Musicale,Blok Muzyczny,mУзыkaльhый Блok,,,ＭＵＳＩＣ ＢＬＯＣＫ,Blokeng de Musika,Musikblock,Müzİk Bloğu,Blok Musik,Bloco de Música,がっきブロック
BLOCK_FAN,,Fan,Ventillateur,Wiatrak,behtиляtop,,,ＦＡＮ,,Ventilator,Vantİlatör,Kipas,Ventilador,せんぷうき
BLOCK_DONUT,,Donut Block,Bloc beignet,Pączkowy Blok,Блok-бУблиk,,,ＤＯＮＵＴ ＢＬＯＣＫ,Blokeng Donut,Donutblock,Donut Bloğu,Blok Donat,Bloco Rosquinha,ちくわブロック
OBJ_FIREBAR,,Fire Bar,Barre de feu,Płomień Ogni,oгhehhoe пpeпяtctbиe,,,ＦＩＲＥ ＢＡＲ,Lumilingas na Bareta,Feuerbalken,Ateş Çubuğu,Bar Api,Barra de Fogo,ファイアバー
OBJ_BURNER,,Burner,Bill Flamme,Spalacz,oгhemёt,,,ＢＵＲＮＥＲ,,Brenner,Brülör,Pembakar,Bico de Fogo,バーナー
OBJ_PSWITCH,,P-Switch,Interrupteur P,P-Przełącznik,Пepekлючateль P,,,Ｐ-ＳＷＩＴＣＨ,P-Switch,P-Schalter,P-Anahtarı,Sakelar-P,Interruptor P,Pスイッチ
OBJ_CHECKPOINTFLAG,,Checkpoint Flag,Drapeau relais,Flaga Checkpoint,kohtpoльhый флaг,,,ＣＨＥＣＫＰＯＩＮＴ ＦＬＡＧ,Checkpoint Flag,Checkpointflagge,Kontrol Noktası Bayrağı,Bendera Pos Pemeriksaan,Bandeira de Checkpoint,ちゅうかんポイント
OBJ_CANNON,,Cannon,Canon,Działo,ПУшka,,,ＣＡＮＮＯＮ,Kanyon,Kanone,Sİlah,Meriam,Canhão,ほうだい
OBJ_BLASTER,,Bill Cannon,Bill Boum,Armata Pocisków,Билл-пУшka,,,ＢＩＬＬ ＣＡＮＮＯＮ,Kanyong Bill,Kugelwilli-Kanone,Bİll Sİlahı,Meriam Bill,Canhão Bill,キラーほうだい
OBJ_PIPEAREA,areas which act as a functional pipe the player can enter and come out of,Pipe Area,Zone de tuyau de téléportation,Obszar Rury,tpУбhoe пoлe,,,ＰＩＰＥ ＡＲＥＡ,Pasukan ng Tubo,Röhrenzone,Boru Bölgesİ,Area Pipa,Area de Cano,ワープ
OBJ_PIPE_GENERATOR,Areas which act as a pipe which can spawn things out of,Pipe Generator,Zone de tuyau générateur,Generator Rury,tpУбhoй Гehepatop,,,ＰＩＰＥ ＧＥＮＥＲＡＴＯＲ,Niluluwa ng Tubo,Generatorröhrenzone,Boru Jeneratörü,Generator Pipa,Cano Gerador,アイテム・ジェネレーター
OBJ_FLAGPOLE,,Flag Pole,Drapeau de fin,Słup Flagi,Флaгшtok,,,ＦＬＡＧ ＰＯＬＥ,Pole ng Flag,Zielpfahl,Bayrak,Tiang Bendera,Mastro da Bandeira,ゴールポール
OBJ_ENDCASTLE_SMALL,The Small Castle at the end of levels,Small End Castle,Petit Château de fin,Mały Zamek Końcowy,maлehьkий koheчhый Зamok,,,ＳＭＡＬＬ ＥＮＤ ＣＡＳＴＬＥ,Mallit na Kastilyo,Kleine End-Burg,Küçük Kale,Kastil Tamat Kecil,Caselo Final Pequeno,しろ（しょうサイズ）
OBJ_ENDCASTLE_BIG,The Big castles at the end of the -3 Levels,Big End Castle,Grand Château de fin,Duży Zamek Końcowy,Бoльшoй koheчhый Зamok,,,ＢＩＧ ＥＮＤ ＣＡＳＴＬＥ,Malaking Kastilyo,Grosse End-Burg,Büyük Kale,Kastil Tamat Besar,Castelo Final Grande,しろ（だいサイズ）
OBJ_PLAT_SIDE_VERT,Platforms which will travel side to side vertically,Vertical Platform,Plateforme verticale,Platforma Pionowa,beptиkaльhaя Плatфopma,,,ＶＥＲＴＩＣＡＬ ＰＬＡＴＦＯＲＭ,Platporm,Vertikale Plattform,Dİkey Platform,Platform Vertikal,Plataforma Vertical,リフト（タテ）
OBJ_PLAT_SIDE_VERT_BIG,Longer version of above,Large Vertical Platform,Grande Plateforme verticale,Duża Pionowa Platforma,Бoльшaя beptиkaльhaя Плatфopma,,,ＬＡＲＧＥ ＶＥＲＴＩＣＡＬ ＰＬＡＴＦＯＲＭ,Mahabang Platporm,Grosse vertikale Plattform,Büyük Dİkey Platform,Platform Vertikal Besar,Plataforma Veritcal Larga,リフト（タテ、ナガ）
OBJ_PLAT_SIDE_HORI,Platforms which will travel side to side horizontally,Horizontal Platform,Plateforme horizontal,Pozioma Platforma,Гopизohtaльhaя Плatфopma,,,ＨＯＲＩＺＯＮＴＡＬ ＰＬＡＴＦＯＲＭ,Paakyat na Platporm,Horizontale Plattform,Yatay Platform,Platform Horizontal,Plataforma Horizontal,リフト（ヨコ）
OBJ_PLAT_SIDE_HORI_BIG,Longer version of above,Large Horizontal Platform,Grande Plateforme horizontal,Duża Pozioma Platforma,Бoльшaя Гopизohtaльhaя Плatфopma,,,ＬＡＲＧＥ ＨＯＲＩＺＯＮＴＡＬ ＰＬＡＴＦＯＲＭ,Mahabang Paakyat na Platporm,Grosse horizontale Plattform,Büyük Yatay Platform,Platform Horizontal Besar,Plataforma Horizontal Larga,リフト（ヨコ、ナガ）
OBJ_PLAT_FALLING,Platforms which will fall if stepped on,Falling Platform,Plateforme fragile,Spadająca Platforma,Пaдaющaя Плatфopma,,,ＦＡＬＬＩＮＧ ＰＬＡＴＦＯＲＭ,Nahuhulog na Platporm,Fallende Plattform,Düşen Platform,Platform Jatuh,Plataforma de Queda,らっかリフト
OBJ_PLAT_FALLING_BIG,,Large Falling Platform,Grande plateforme fragile,Duża Spadająca Platforma,Бoльшaя Пaдaющaя Плatфopma,,,ＬＡＲＧＥ ＦＡＬＬＩＮＧ ＰＬＡＴＦＯＲＭ,Mahabang Nahuhulog na Platporm,Grosse fallende Plattform,Büyük Düşen Platform,Platform Jatuh Besar,Plataforma de Queda Larga,らっかリフト（ナガ）
OBJ_PLAT_ON_HORI,,Horizontal Red On-Off Platform,Platforme Horizontale On-Off Rouge,Horyzontalna Czerwona Platforma Wł-Wył,Гopизohtaльhaя kpachaя bkл-bыkл Плatфopma,,,ＨＯＲＩＺＯＮＴＡＬ ＲＥＤ ＯＮ-ＯＦＦ ＰＬＡＴＦＯＲＭ,Paakyat na pulang On-Off Platporm,Rote horizontale An-Aus-Plattform,Yatay Kırmızı Aç-Kapa Platformu,Platform Hidup-Mati Horizontal Merah,Plataforma Horizontal On-Off Vermelha,あかリフト（ヨコ、ON/OFF）
OBJ_PLAT_OFF_HORI,,Horizontal Blue On-Off Platform,Platforme Horizontale On-Off Bleue,Horyzontalna Niebieska Platforma Wł-Wył,Гopизohtaльhaя cиhяя bkл-bыkл Плatфopma,,,ＨＯＲＩＺＯＮＴＡＬ ＢＬＵＥ ＯＮ-ＯＦＦ ＰＬＡＴＦＯＲＭ,Paakyat na asul na On-Off Platporm,Blaue horizontale An-Aus-Plattform,Yatay Mavİ Aç-Kapa Platformu,Platform Hidup-Mati Horizontal Biru,Plataforma Horizontal On-Off Azul,あおリフト（ヨコ、ON/OFF）
OBJ_PLAT_ON_VERT,,Vertical Red On-Off Platform,Platforme Verticale On-Off Rouge,Wertykalna Czerwona Platforma Wł-Wył,beptиkaльhaя kpachaя bkл-bыkл Плatфopma,,,ＶＥＲＴＩＣＡＬ ＲＥＤ ＯＮ-ＯＦＦ ＰＬＡＴＦＯＲＭ,Pulang On-Off Platporm,Rote vertikale An-Aus-Plattform,Dİkey Kırmızı Aç-Kapa Platformu,Platform Hidup-Mati Vertikal Merah,Plataforma Vertical On-Off Vermelha,あかリフト（タテ、ON/OFF）
OBJ_PLAT_OFF_VERT,,Vertical Blue On-Off Platform,Platforme Verticale On-Off Bleue,Wertykalna Niebieska Platforma Wł-Wył,beptиkaльhaя cиhяя bkл-bыkл Плatфopma,,,ＶＥＲＴＩＣＡＬ ＢＬＵＥ ＯＮ-ＯＦＦ ＰＬＡＴＦＯＲＭ,Asul na On-Off Platporm,Blaue vertikale An-Aus-Plattform,Dİkey Mavİ Aç-Kapa Platformu,Platform Hidup-Mati Vertikal Biru,Plataforma Vertical On-Off Azul,あおリフト（タテ、ON/OFF）
TILE_CONVEYOR_RIGHT,,Right Conveyor,Tapis Roulant Gauche,Prawa Taśma,Пpabый kohbeйep,,,ＲＩＧＨＴ ＣＯＮＶＥＹＯＲ,Kanang Conveyor,Förderband (rechts),Sağ Konveyör,Konveyor Kanan,Esteira Direita,ベルトコンベア（ミ）
TILE_CONVEYOR_LEFT,,Left Conveyor,Tapis Roulant Droite,Lewa Taśma,Лebый kohbeйep,,,ＬＥＦＴ ＣＯＮＶＥＹＯＲ,Kaliwang Conveyor,Förderband (links),Sol Konveyör,Konveyor Kiri,Esteira Esquerda,ベルトコンベア（ヒ）
TILE_ONOFF_CON_R,,Red On-Off Conveyor,Tapis Roulant On-Off Rouge,Czerwona Taśma Wł-Wył,kpachый bkл-bыkл kohbeйep,,,ＲＥＤ ＯＮ-ＯＦＦ ＣＯＮＶＥＹＯＲ,Pulang On-Off Conveyor,Rotes An-Aus-Förderband,Kırmızı Aç-Kapa Konveyör,Konveyor Hidup-Mati Merah,Esteira On-Off Vermelha,あかベルトコンベア（ON/OFF）
TILE_ONOFF_CON_L,,Blue On-Off Conveyor,Tapis Roulant On-Off Bleu,Niebieska Taśma Wł-Wył,cиhий bkл-bыkл kohbeйep,,,ＢＬＵＥ ＯＮ-ＯＦＦ ＣＯＮＶＥＹＯＲ,Asul na On-Off Conveyor,Blaues An-Aus-Förderband,Mavİ Aç-Kapa Konveyör,Konveyor Hidup-Mati Biru,Esteira On-Off Azul,あおベルトコンベア（ON/OFF）
OBJ_SCROLL_STOP,,Scroll Stop,Arrêt caméra,Stop Kamery,octahobka пpokpУtkи,,,ＳＣＲＯＬＬ ＳＴＯＰ,Wakas ng Camera,Scroll-Stopp,Kaydırma Durdurucu,Scroll Berhenti,Parar Rolagem,スクロールていし
OBJ_CASTLE_BRIDGE,,Castle Bridge,Pont Destructible,Most Zamkowy,moct Зamka,,,ＣＡＳＴＬＥ ＢＲＩＤＧＥ,Tulay ng Kastilyo,Burgbrücke,Kale Köprüsü,Jembatan Kastil,Ponte do Castelo,はし
OBJ_CASTLE_TOAD,,Castle Toad NPC,PNJ Château Toad,Toad NPC,Зamoчhый toaд hПc,,,ＣＡＳＴＬＥ ＴＯＡＤ ＮＰＣ,Kinopyo NPC,Burg-Toad-NPC,Kale Toad NPC,Kastil Toad NPC,NPC Toad do Castelo,キノピオ（NPC）
OBJ_CASTLE_PEACH,,Castle Peach NPC,PNJ Château Peach,Peach NPC,Зamoчhaя Пич hПc,,,ＣＡＳＴＬＥ ＰＥＡＣＨ ＮＰＣ,Prinsesa NPC,Burg-Peach-NPC,Kale Peach NPC,Kastil Peach NPC,NPC Peach do Castelo,ピーチ（NPC）
OBJ_TRACK,,Track,Rails,Tor,peльc,,,ＴＲＡＣＫ,Track,Schiene,Ray,Lintasan,Trilho,レール
OBJ_ROPE_ELEVATOR,,Rope Elevator,Balance,Winda Linowa,БaлahcиpУющиe плatфopmы,,,ＲＯＰＥ ＥＬＥＶＡＴＯＲ,Rope Elevator,Seilaufzug,Halatlı Asansör,Tali Lift,Plataforma de Corda,てんびんリフト
OBJ_ICICLE,,Icicle,Stalactite,Sopel,cocУльka,,,ＩＣＩＣＬＥ,Icicle,Eiszapfen,Buz Sarkıtı,Icicle,Geleiralactite,ツララ
OBJ_TRACK_RIDER,TRACKY JOCKEY,Track Rider,Chevaucheur de rails,Jeździec Toru,Пoeзд tpac,,,ＴＲＡＣＫ ＲＩＤＥＲ,Platporm ng Track,Schienen-Plattform,Ray Süren,Pengendara Lintasan,Piloto de Trilhos,レールブロック
OBJ_GRAVITY,,Moon Gravity,Gravité Lunaire,Grawitacja Księżycowa,Гpabиtaция ЛУhы,,,ＭＯＯＮ ＧＲＡＶＩＴＹ,Gravity ng Buwan,Mondschwerkraft,Ay Yerçekİmİ,Gravitasi Bulan,Gravidade Lunar,じゅうりょく
OBJ_TEXT_LABEL,,Text Label,Étiquette de texte,Napis,haдпиcь,,,ＴＥＸＴ ＬＡＢＥＬ,Texto,Text,Yazı Etİketİ,Label Teks,Letreiro,テキストラベル
OBJ_BUMPER,,Bumper,Bumper,Odbijacz,Бamпep,,,ＢＵＭＰＥＲ,Bumper,Bumper,Çarpan,Bumper,Parabólico,マルマル
OBJ_DOOR,,Door,Télé-Porte,Drzwi,Дbepь,,,ＤＯＯＲ,Pintuan,Tür,Kapı,Pintu,Porta,ドア
OBJ_LOCKED_DOOR,,Locked Door,Télé-Porte verrouillée ,Zamknięte Drzwi,Зaпeptaя Дbepь,,,ＬＯＣＫＥＤ ＤＯＯＲ,Kandadong Pintuan,Gesperrte Tür,Kİlİtlİ Kapı,Pintu Terkunci,Porta Trancada,とざされたドア
OBJ_PDOOR,,P-Door,Télé-porte P 	,Drzwi-P,P-дbepь,,,Ｐ-ＤＯＯＲ,P-Pintuan,P-Tür,P-Kapısı,P-Pintu,Porta-P,Pドア
GEN_FLAME,,Flame Generator,Générateur de flame,Generator Płomieni,Гehepatop Плamehи,,,ＦＬＡＭＥ ＧＥＮＥＲＡＴＯＲ,Generator ng Apoy,Flammen-Generator,Alev Jeneratörü,Generator Api,Gerador de Chamas,クッパブレス（ジェネレーター）
GEN_WIND,,Wind Generator,Générateur de vent,Generator Wiatru,Гehepatop betpa,,,ＷＩＮＤ ＧＥＮＥＲＡＴＯＲ,Generator ng Hangin,Wind-Generator,Rüzgar Jeneratörü,Generator Angin,Gerador de Ventania,きょうふう（ジェネレーター）
GEN_BILL,,Bullet Bill Generator,Générateur de Bill Ball,Generator Pocisków,Гehepatop ПУлeй Биллa,,,ＢＵＬＬＥＴ ＢＩＬＬ ＧＥＮＥＲＡＴＯＲ,Generator ng Bala Bill,Kugelwilli-Generator,Bullet Bİll Jeneratörü,Generator Peluru Bill,Gerador de Bill Balas,キラー（ジェネレーター）
GEN_CHEEP,,Cheep-Cheep Generator,Générateur de Cheep-Cheep,Generator Cheep Cheep,Гehepatop Чип-Чипob,,,ＣＨＥＥＰ-ＣＨＥＥＰ ＧＥＮＥＲＡＴＯＲ,Generator ng Cheep-Cheep,Cheep-Cheep-Generator,Cheep-Cheep Jeneratörü,Generator Cheep-Cheep,Gerador de Cheep-Cheeps,プクプク（ジェネレーター）
GEN_GRAVITY_INV,,Gravity Inverter,Onduleur gravitationnel,Odwracacz Grawitacji,Иhbeptop Гpabиtaции,,,ＧＲＡＶＩＴＹ ＩＮＶＥＲＴＥＲ,Pangbaliktad ng Gravity,Schwerkraftsumkehrer,Yerçekİmİ Çevİrİcİ,Gravitasi Inverter,Inversor Gravitacional,じゅうりょく　はんてん
GEN_STOP,,Generator Stopper,Arrêt de générateur,Zatrzymywacz Generatorów,octahobka Гehepatopa,,,ＧＥＮＥＲＡＴＯＲ ＳＴＯＰＰＥＲ,Wakas Generator,Generatorstopper,Jeneratör Durdurucu,Penghenti Generator,Parar Gerador,ジェネレーターていし
ITEM_MUSHROOM,,Super Mushroom,Super Champignon,Super Grzyb,cУпepгpиб,,,ＳＵＰＥＲ ＭＵＳＨＲＯＯＭ,Kabute,Superpilz,Süper Mantar,Jamur Super,Super Cogumelo,キノコ
ITEM_POISON_MUSHROOM,,Poison Mushroom,Champignon Empoisoné,Trujący Grzyb,Гhилoгpиб,,,ＰＯＩＳＯＮ ＭＵＳＨＲＯＯＭ,Kabuteng Lason,Giftpilz,Zehİrlİ Mantar,Jamur Racun,Cogumelo Venenoso,どくキノコ
ITEM_ONE_UP,,1-UP Mushroom,Champignon 1-UP,Grzyb 1-UP,Гpиб жизhи,,,1-ＵＰ ＭＵＳＨＲＯＯＭ,Kabuteng Berde,1-Up-Pilz,1-UP Mantarı,Jamur 1-UP,Cogumelo 1-UP,1UP
ITEM_FIRE_FLOWER,,Fire Flower,Fleur de Feu,Ognisty Kwiat,oгhehhый Цbetok,,,ＦＩＲＥ ＦＬＯＷＥＲ,Bumabagang Bulaklak,Feuerblume,Ateş Çİçeğİ,Bunga Api,Flor de Fogo,ファイアフラワー
ITEM_COIN,,Coin,Pièce,Moneta,moheta,,,ＣＯＩＮ,Coin,Münze,Altın,Koin,Moeda,コイン
ITEM_BLUE_COIN,,P-Coin,Pièce-P,Moneta-P,P-moheta,,,Ｐ-ＣＯＩＮ,P-Coin,P-Münze,P-Altını,P-Koin,Moeda-P,Pコイン
ITEM_WING,,Wing,Ailes,Skrzydła,kpылo,,,ＷＩＮＧ,Pakpak,Flügel,Kanat,Sayap,Asa,パタパタのはね
ITEM_KEY,,Key,Clé,Klucz,kлюч,,,ＫＥＹ,Susi,Schlüssel,Anahtar,Kunci,Chave,カギ
ITEM_LUCKYSTAR,,Lucky Star,Étoile chanceuse,Szczęśliwa Gwiazda,Зbeздa Удaчи,,,ＬＵＣＫＹ ＳＴＡＲ,Swerteng Bituin,Glücksstern,Şanslı Yıldız,Bintang Keberuntungan,Estrela da Sorte,ラッキースター
ITEM_HACHISUKI,,Hachisuke,Hachisuke,Hachisuke,xaчиcУkи,,,ＨＡＣＨＩＳＵＫＥ,Hachisuke,Hachisuke,Hachİsukİ,Hachisuke,Hachisuke,ハチスケ
ITEM_STARMAN,,Starman,Super Étoile,Gwiazda,cУпepзbeздa,,,ＳＴＡＲＭＡＮ,Bituin,Stern,Yıldız,Starman,Estrela,スター
ITEM_HAMMER,,Hammer,Marteau,Młotek,moлotok,,,ＨＡＭＭＥＲ,Martilyo,Hammer,Çekİç,Palu,Martelo,ハンマー
ITEM_CLOCK,"Clocks that you can collect, will give +100 Seconds on the time limit",Clock,Horloge,Zegar,Чacы,,,ＣＬＯＣＫ,Orasan,Uhr,Saat,Jam,Relógio,プラスとけい
LEVEL_SETTINGS_THEME,,Theme:,Thème :,Motyw:,tema:,,,ＴＨＥＭＥ:,Tema:,Thema:,Tema:,Thema:,Tema:,シーンスキン:
THEME_OVERWORLD,,Overworld,Plein Air,Ziemia,ha зemлe,,,ＯＶＥＲＷＯＲＬＤ,Kapatagan,Wiese,Yer Üstü,Overworld,Overworld,そうげん
THEME_UNDERGROUND,,Underground,Souterrain,Podziemie,Пoд зemлёй,,,ＵＮＤＥＲＧＲＯＵＮＤ,Kweba,Höhle,Yer Altı,Underground,Subterrâneo,ちか
THEME_DESERT,,Desert,Désert,Pustynia,ПУctыhя,,,ＤＥＳＥＲＴ,Deserto,Wüste,Çöl,Gurun,Deserto,さばく
THEME_SNOW,,Snow,Neige,Śnieg,cheг,,,ＳＮＯＷ,Niyebe,Schnee,Kar,Salju,Neve,こおり
THEME_JUNGLE,,Jungle,Forêt,Dżungla,ДжУhгли,,,ＪＵＮＧＬＥ,Kagubatan,Dschungel,Orman,Hutan,Selva,ジャングル
THEME_BEACH,,Beach,Plage,Plaża,Пляж,,,ＢＥＡＣＨ,Dalampasigan,Strand,Sahİl,Pantai,Praia,ビーチ
